6.7009,6.9929,6.7505,6.7298,6.999,7.0059
6.5347,6.91,6.6009,7.2126,7.1749,7.2069
6.6594,7.0647,6.3192,7.0194,6.4345,6.497
6.2217,6.6545,6.7728,6.243,6.4922,6.7633
5.788,6.2091,6.2473,6.5654,6.2988,6.5591
5.9696,6.9851,7.0781,7.2923,7.0749,7.0491
6.7235,6.9507,6.688,6.7655,6.7589,6.7603
6.5337,6.8658,6.8104,6.8322,7.0819,7.0783
6.3153,7.0447,7.1188,6.8656,6.8426,6.8591
6.0393,6.2149,6.3405,6.3944,5.9136,6.0945
7.0907,7.0806,7.2383,6.9492,6.9783,6.9492
6.6379,6.5404,6.4044,6.5997,6.4002,6.3951
5.7717,6.5518,6.8836,7.0883,7.05,7.0801
6.2581,6.2465,5.965,6.2795,6.2797,6.5318
7.1275,7.4316,7.315,7.5344,7.3156,7.5344
6.4428,6.8114,6.4297,6.3637,6.419,6.428
5.8923,6.0606,6.1249,6.5949,6.611,5.8783
6.4941,6.4574,6.5108,6.5122,6.544,6.5485
5.9599,6.6203,6.8058,6.8063,6.8056,6.8063
6.8198,7.1325,6.9991,6.9982,7.2684,7.2586
6.1263,6.9232,6.9992,6.9846,6.9846,6.9846
6.6741,6.3735,6.5331,6.5066,6.5106,6.5115
5.9883,5.6596,6.1709,6.1651,6.1802,5.9126
6.5137,6.4966,6.5373,6.5053,6.5366,6.5119
7.0607,7.1483,7.2369,7.2441,7.2328,7.243
6.3737,6.6195,6.7114,6.7324,6.7323,6.2169
6.5671,6.6256,6.3752,6.6222,6.4953,6.5989
6.2169,6.727,6.7978,6.7757,6.7944,6.7852
6.5536,6.4145,6.4874,6.7653,6.7653,6.5015
6.5516,6.4938,7.112,6.8674,6.8631,6.8631
6.6991,6.4784,6.2793,6.2671,6.261,6.26
6.0557,6.3026,6.5675,6.3086,6.5562,6.3086
5.609,6.3673,6.4677,6.6838,6.715,6.7123
6.1621,6.8033,6.6401,6.7155,6.4309,6.4553
6.6872,6.3422,6.1812,6.6594,6.1649,6.4115
6.1933,6.6018,6.2233,6.1453,6.1921,6.6738
6.4733,6.2517,6.3233,6.3558,6.3314,6.3349
6.79,6.5156,6.5389,6.5209,6.5358,6.5213
6.7668,6.3658,6.6737,6.3988,6.3988,6.3988
6.6974,6.8669,6.5907,6.4262,6.7285,6.7144
6.315,6.3766,6.761,6.8102,6.3143,6.8086
6.8638,7.1155,6.8289,6.8597,7.015,6.827
6.0052,6.6799,7.0231,6.9802,6.7572,6.722
7.0239,6.8257,7.0861,6.8888,6.8872,6.8469
6.1637,6.1432,6.3549,6.2969,6.5575,6.2747
5.7813,5.9945,6.2448,5.9909,6.2703,6.2733
6.7725,7.2715,7.6199,7.6125,7.6189,7.6261
6.1297,6.3487,6.5107,6.5748,6.0821,6.3593
6.4535,6.6573,6.3576,6.3742,6.6625,6.0757
6.5102,6.7589,6.9942,6.9927,6.7635,6.9927
6.2816,6.7659,6.6208,6.615,6.6147,6.6142
6.3102,6.2917,6.3654,6.3628,6.3627,6.3631
6.429,6.6659,6.4591,6.516,6.7202,6.4894
6.4091,6.4225,6.4888,6.4851,6.4648,6.4894
6.0861,6.0804,6.139,6.3621,6.1433,6.3582
6.5734,6.5829,6.3473,6.3318,6.3333,6.3406
6.4114,6.4104,6.2219,6.248,6.2438,6.2389
6.0592,6.2508,6.3765,6.377,6.3712,6.3724
6.1998,6.2952,6.3039,6.5643,6.5643,6.5643
6.1198,6.4872,6.524,6.2443,6.0075,6.2443
6.6748,6.1679,6.5029,6.5064,6.5165,6.5165
6.2997,6.294,6.2989,6.2904,6.2912,6.2904
6.4066,6.39,6.5335,6.5266,6.5295,6.5266
6.3576,6.4919,6.0445,6.6627,6.6534,6.6534
6.6349,6.6102,6.0824,6.1615,6.6699,6.6805
5.9149,6.1479,6.6835,5.9439,6.1704,6.1884
6.2155,6.9559,7.0379,7.0116,7.0379,7.0116
6.5966,6.6873,6.3346,6.4893,6.4597,6.4985
7.0372,7.3263,7.3173,7.3474,6.5687,6.5509
6.4812,6.6551,6.7086,6.8643,7.0367,6.8563
6.5177,6.8531,6.8822,6.8822,6.8822,6.8822
7.0667,7.0122,6.8037,6.6086,6.3499,6.8553
6.587,7.2689,6.9316,6.5531,6.67,6.6944
6.8811,7.3616,7.255,7.2416,7.2464,7.2518
6.6651,6.6619,6.7805,6.7787,6.7805,6.7787
6.6561,6.6068,6.7153,6.7211,6.7067,6.7211
6.2325,6.8016,6.8018,6.796,6.8002,6.788
6.0687,5.7262,6.5878,6.8617,7.1087,7.118
7.4721,6.9839,7.2523,7.2507,7.2532,7.2552
6.3036,6.3769,6.8831,6.4112,6.6511,6.6674
5.6068,6.2688,6.5202,6.1667,6.5882,6.4035
6.8696,7.151,6.4806,6.8779,6.6026,6.8422
6.3478,6.5242,6.5906,6.5861,6.5917,6.6005
7.0802,7.107,6.9545,6.9018,6.9057,6.8719
6.5621,7.0066,6.219,6.8158,6.3188,6.5595
6.4602,6.7973,7.0676,6.5592,7.0523,7.0676
6.1248,6.6873,6.5416,6.4121,6.4018,6.66
6.859,6.6399,6.706,6.7279,6.7129,6.7206
6.7348,6.5357,6.5129,6.3149,6.2678,6.2938
6.3747,7.2055,6.3189,7.1302,7.1782,7.1798
